starttime,start station latitude,start station longitude,end station latitude,end station longitude,gender
6/30/14 8:05,40.71291224,-74.01020234,40.75206231,-73.9816324,1
6/30/14 8:05,40.76227205,-73.98788205,40.7405826,-74.00550867,1
6/30/14 8:05,40.68034242,-73.95576894,40.69246277,-73.98963911,2
6/30/14 8:05,40.74394314,-73.97966069,40.73028666,-73.9907647,1
6/30/14 8:05,40.72521311,-73.97768752,40.73454567,-73.99074142,1
6/30/14 8:05,40.69760127,-73.99344559,40.69089272,-73.99612349,1
6/30/14 8:05,40.75019995,-73.99093085,40.75510267,-73.97498696,1
6/30/14 8:05,40.75992262,-73.97648516,40.7208736,-73.98085795,1
6/30/14 8:06,40.69327018,-73.97703874,40.69196566,-73.9813018,1
6/30/14 8:06,40.7457121,-73.98194829,40.75795248,-73.97787642,1
6/30/14 8:06,40.713126,-73.984844,40.701907,-74.013942,1
6/30/14 8:06,40.74315566,-73.97434726,40.752416,-73.97837,2
6/30/14 8:06,40.74315566,-73.97434726,40.768254,-73.988639,1
6/30/14 8:06,40.75044999,-73.99481051,40.73049393,-73.9957214,1
6/30/14 8:06,40.76341379,-73.99667444,40.74394314,-73.97966069,1
6/30/14 8:06,40.74334935,-74.00681753,40.73935542,-73.99931783,1
6/30/14 8:06,40.72502876,-73.99069656,40.7403432,-73.98955109,1
6/30/14 8:06,40.72710258,-74.00297088,40.72110063,-73.9919254,1
6/30/14 8:06,40.70717936,-74.00887308,40.70955958,-74.00653609,1
6/30/14 8:06,40.71260486,-73.96264403,40.75320159,-73.9779874,1
6/30/14 8:06,40.74315566,-73.97434726,40.7361967,-74.00859207,2
6/30/14 8:06,40.75323098,-73.97032517,40.75513557,-73.98658032,1
6/30/14 8:06,40.71291224,-74.01020234,40.70530954,-74.00612572,1
6/30/14 8:06,40.75510267,-73.97498696,40.73971301,-73.99456405,1
6/30/14 8:06,40.7284186,-73.98713956,40.70530954,-74.00612572,1
6/30/14 8:06,40.74173969,-73.99415556,40.71450451,-74.00562789,1
6/30/14 8:06,40.69512845,-73.99595065,40.7047177,-74.00926027,1
6/30/14 8:06,40.74173969,-73.99415556,40.711512,-74.015756,1
6/30/14 8:06,40.68764484,-73.96968902,40.68691865,-73.976682,1
6/30/14 8:06,40.7284186,-73.98713956,40.7403432,-73.98955109,2
6/30/14 8:06,40.75038009,-73.98338988,40.75255434,-73.97282625,1
6/30/14 8:06,40.75044999,-73.99481051,40.75714758,-73.97207836,1
6/30/14 8:06,40.75044999,-73.99481051,40.76344058,-73.98268129,1
6/30/14 8:06,40.72066442,-73.98517977,40.734232,-73.986923,1
6/30/14 8:06,40.73047309,-73.98672378,40.71754834,-74.01322069,2
6/30/14 8:06,40.74177603,-74.00149746,40.73624527,-73.98473765,1
6/30/14 8:06,40.752141,-73.979782,40.72243797,-74.00566443,1
6/30/14 8:06,40.713126,-73.984844,40.72456089,-73.99565293,1
6/30/14 8:06,40.72368361,-73.97574813,40.72467721,-73.98783413,1
6/30/14 8:06,40.69788349,-73.97350332,40.7423543,-73.98915076,2
6/30/14 8:06,40.74765947,-73.98490707,40.73028666,-73.9907647,1
6/30/14 8:06,40.76020258,-73.96478473,40.73454567,-73.99074142,1
6/30/14 8:06,40.74444921,-73.98303529,40.76019252,-73.9912551,1
6/30/14 8:06,40.75044999,-73.99481051,40.73971301,-73.99456405,1
6/30/14 8:06,40.746745,-74.007756,40.71911552,-74.00666661,1
6/30/14 8:06,40.74394314,-73.97966069,40.75172632,-73.98753523,1
6/30/14 8:06,40.7208736,-73.98085795,40.72456089,-73.99565293,2
6/30/14 8:06,40.76087502,-74.00277668,40.72710258,-74.00297088,1
6/30/14 8:06,40.68650065,-73.96563307,40.71542197,-74.01121978,2
6/30/14 8:06,40.75044999,-73.99481051,40.7546011,-73.97187886,1
6/30/14 8:06,40.7462009,-73.98855723,40.72903917,-73.99404649,1
6/30/14 8:06,40.75660359,-73.9979009,40.74334935,-74.00681753,1
6/30/14 8:06,40.75929124,-73.98859651,40.75968085,-73.97031366,1
6/30/14 8:06,40.73038599,-74.00214988,40.74444921,-73.98303529,1
6/30/14 8:06,40.70463334,-74.01361706,40.76727216,-73.99392888,2
6/30/14 8:06,40.7454973,-74.00197139,40.7403432,-73.98955109,1
6/30/14 8:06,40.76019252,-73.9912551,40.72502876,-73.99069656,1
6/30/14 8:06,40.71739973,-73.98016555,40.74854862,-73.98808416,2
6/30/14 8:07,40.71926081,-73.98178024,40.70862144,-74.00722156,2
6/30/14 8:07,40.717571,-74.005549,40.71748752,-74.0104554,1
6/30/14 8:07,40.770513,-73.988038,40.72243797,-74.00566443,1
6/30/14 8:07,40.768254,-73.988639,40.75795248,-73.97787642,1
6/30/14 8:07,40.74315566,-73.97434726,40.74765947,-73.98490707,0
6/30/14 8:07,40.73261787,-73.99158043,40.75255434,-73.97282625,1
6/30/14 8:07,40.72740794,-73.98142006,40.70706456,-74.00731853,1
6/30/14 8:07,40.7284186,-73.98713956,40.73416059,-73.98024289,1
